id,device_id,area,timestamp,voltage,current,power,energy,temperature,occupancy,created_at,hour,minute,day_of_week,is_weekend,previous_energy,previous_power,energy_rolling_mean_3,power_rolling_mean_3,energy_delta,target_next_energy,is_synthetic_anomaly,anomaly_type
137,CLASS-01,Classroom 1,2026-08-22 23:28:37,232.3,0.57,132.41,0.7542,24.8,0,2026-08-23 12:17:06.611148,23,28,5,1,0.7211,90.48,0.6959666666666666,97.95333333333332,0.0331,0.7739,0,normal
246,ADMIN-01,Administrative Office,2026-08-23 04:58:37,222.6,0.49,109.07,2.48,23.6,0,2026-08-23 12:17:06.611370,4,58,6,1,2.4527,168.85,2.4133,149.84333333333333,0.0272999999999998,2.5293,0,normal
11,ADMIN-01,Administrative Office,2026-08-22 17:13:37,229.6,9.35,2147.25,0.3412,24.5,0,2026-08-23 12:17:06.610907,17,13,5,1,0.2201,379.66,0.17265,440.225,1.711,0.4606,1,energy_delta_surge
584,LIB-01,Library,2026-08-23 20:59:55,233.8,1.01,236.14,2.1635,22.9,0,2026-08-23 16:44:55.601532,20,59,6,1,2.1045,155.1,2.061633333333333,183.24333333333345,0.0590000000000001,2.2023,0,normal
555,ADMIN-01,Administrative Office,2026-08-23 19:44:55,229.8,0.55,126.39,0.7163,23.6,0,2026-08-23 16:44:55.601510,19,44,6,1,0.6847,163.22,0.6454333333333336,170.04333333333332,0.0316,0.7573,0,normal
187,CLASS-01,Classroom 1,2026-08-23 01:58:37,228.6,0.39,89.15,1.0125,24.7,0,2026-08-23 12:17:06.611269,1,58,6,1,0.9902,103.86,0.9628333333333332,107.18333333333334,0.0222999999999999,1.0394,0,normal
549,LIB-01,Library,2026-08-23 19:14:55,229.7,2.96,679.91,1.4643,22.5,3,2026-08-23 16:44:55.601505,19,14,6,1,1.2943,639.49,1.126866666666667,680.5066666666668,0.1699999999999999,1.644,0,normal
554,LIB-01,Library,2026-08-23 19:29:55,229.7,6.66,1530.38,1.644,22.2,0,2026-08-23 16:44:55.601509,19,29,6,1,1.4643,679.91,1.2976666666666663,683.07,2.297,1.7933,1,energy_delta_surge
165,LIB-01,Library,2026-08-23 00:43:37,231.5,0.76,175.94,3.1472,22.8,0,2026-08-23 12:17:06.611186,0,43,6,1,3.1032,155.51,3.055133333333333,207.61666666666665,0.044,3.1863,0,normal
212,CLASS-01,Classroom 1,2026-08-23 03:13:37,229.8,0.42,96.52,1.1427,24.7,0,2026-08-23 12:17:06.611306,3,13,6,1,1.1186,106.55,1.0919333333333334,105.69333333333331,0.0241,1.1741,0,normal
383,LAB-01,Computer Laboratory 1,2026-08-23 11:43:37,233.5,1.95,455.32,6.633,24.0,0,2026-08-23 12:17:06.611567,11,43,6,1,6.5192,856.7,6.3446,625.0200000000001,0.1138000000000003,6.7824,0,normal
73,LAB-01,Computer Laboratory 1,2026-08-22 20:13:37,229.0,1.09,249.61,1.56,22.5,0,2026-08-23 12:17:06.611011,20,13,5,1,1.4976,138.1,1.4613000000000005,176.74666666666667,0.0624,1.6259,0,normal
228,LAB-01,Computer Laboratory 1,2026-08-23 03:58:37,231.7,0.99,229.38,3.1138,22.5,0,2026-08-23 12:17:06.611328,3,58,6,1,3.0565,251.03,3.0005,221.4333333333333,0.0572999999999996,3.1653,0,normal
57,CLASS-01,Classroom 1,2026-08-22 19:28:37,228.2,0.5,114.1,0.3231,24.8,0,2026-08-23 12:17:06.610971,19,28,5,1,0.2946,138.6,0.2621333333333333,119.11,0.0285,0.3544,0,normal
438,LAB-01,Computer Laboratory 1,2026-08-23 14:28:37,232.5,2.86,664.95,8.4198,25.3,2,2026-08-23 12:17:06.611821,14,28,6,1,8.2536,537.31,8.095833333333333,697.61,0.1661999999999999,8.5597,0,normal
353,LAB-01,Computer Laboratory 1,2026-08-23 10:13:37,230.5,2.54,585.47,5.8039,24.3,1,2026-08-23 12:17:06.611527,10,13,6,1,5.6575,846.37,5.4473666666666665,851.0766666666667,0.1463999999999998,5.9077,0,normal
50,LIB-01,Library,2026-08-22 18:58:37,232.7,9.18,2137.17,1.585,23.2,0,2026-08-23 12:17:06.610962,3,58,5,1,1.4012,740.3,1.233866666666667,635.5733333333334,0.5634,1.7602,1,off_hours_high_load
168,LAB-01,Computer Laboratory 1,2026-08-23 00:58:37,226.7,0.82,185.89,2.4896,22.7,0,2026-08-23 12:17:06.611190,0,58,6,1,2.4431,179.98,2.395233333333333,184.33,0.0464999999999999,2.549,0,normal
373,LAB-01,Computer Laboratory 1,2026-08-23 11:13:37,229.9,1.66,381.63,6.305,23.6,0,2026-08-23 12:17:06.611554,11,13,6,1,6.2096,636.73,6.0559,540.9866666666668,0.0953999999999997,6.5192,0,normal
572,LAB-01,Computer Laboratory 1,2026-08-23 20:29:55,230.9,0.77,177.79,1.2708,22.9,0,2026-08-23 16:44:55.601523,20,29,6,1,1.2264,156.97,1.1816666666666666,187.99666666666675,0.0443999999999999,1.3293,0,normal
196,ADMIN-01,Administrative Office,2026-08-23 02:28:37,229.5,0.75,172.12,2.0938,23.8,0,2026-08-23 12:17:06.611284,2,28,6,1,2.0508,204.52,2.0009,177.9,0.0429999999999997,2.1311,0,normal
431,ADMIN-01,Administrative Office,2026-08-23 14:13:37,231.4,2.04,472.06,5.3121,25.5,0,2026-08-23 12:17:06.611811,14,13,6,1,5.1941,444.48,5.0892333333333335,368.1666666666667,0.1180000000000003,5.4331,0,normal
473,LAB-01,Computer Laboratory 1,2026-08-23 16:13:37,229.5,4.33,993.74,9.8966,26.2,4,2026-08-23 12:17:06.611871,16,13,6,1,9.6482,952.43,9.439866666666669,820.1033333333335,0.2484000000000001,10.1117,0,normal
398,LAB-01,Computer Laboratory 1,2026-08-23 12:28:37,231.2,2.47,571.06,7.0778,25.4,1,2026-08-23 12:17:06.611606,12,28,6,1,6.935,610.37,6.7834666666666665,554.3733333333333,0.1428000000000002,7.2158,0,normal
442,CLASS-01,Classroom 1,2026-08-23 14:43:37,229.6,1.62,371.95,4.2642,28.4,3,2026-08-23 12:17:06.611827,14,43,6,1,4.1712,292.86,4.094533333333334,333.1133333333333,0.0929999999999999,4.3316,0,normal
59,LAB-02,Computer Laboratory 2,2026-08-22 19:28:37,229.0,1.0,229.0,1.3934,22.7,0,2026-08-23 12:17:06.610973,19,28,5,1,1.3361,240.14,1.2738333333333334,226.55666666666664,0.0572999999999999,1.428,0,normal
589,LIB-01,Library,2026-08-23 21:14:55,228.1,0.68,155.11,2.2023,22.1,0,2026-08-23 16:44:55.601538,21,14,6,1,2.1635,236.14,2.1112333333333333,198.40666666666675,0.0388000000000001,2.2495,0,normal
391,ADMIN-01,Administrative Office,2026-08-23 12:13:37,231.1,1.39,321.23,4.5125,26.1,0,2026-08-23 12:17:06.611596,12,13,6,1,4.4322,412.3,4.326866666666667,442.57666666666665,0.0803000000000002,4.584,0,normal
154,LAB-02,Computer Laboratory 2,2026-08-23 00:13:37,227.8,0.6,136.68,2.2958,22.6,0,2026-08-23 12:17:06.611171,0,13,6,1,2.2616,255.83,2.1996333333333333,229.4833333333333,0.0341999999999997,2.3617,0,normal
277,CLASS-01,Classroom 1,2026-08-23 06:28:37,231.1,0.36,83.2,1.5076,25.1,0,2026-08-23 12:17:06.611418,6,28,6,1,1.4868,106.69,1.4628333333333334,92.13,0.0208000000000001,1.5421,0,normal
213,LAB-01,Computer Laboratory 1,2026-08-23 03:13:37,229.8,1.06,243.59,2.9513,22.4,0,2026-08-23 12:17:06.611307,3,13,6,1,2.8904,265.29,2.828666666666667,213.23333333333332,0.0608999999999997,2.9937,0,normal
51,ADMIN-01,Administrative Office,2026-08-22 19:13:37,226.3,0.47,106.36,0.889,23.2,0,2026-08-23 12:17:06.610963,19,13,5,1,0.8624,115.87,0.8272,155.11,0.0265999999999999,0.934,0,normal
98,LAB-01,Computer Laboratory 1,2026-08-22 21:28:37,227.6,0.78,177.53,1.7883,22.5,0,2026-08-23 12:17:06.611087,21,28,5,1,1.7439,142.48,1.7082666666666668,157.39333333333332,0.0443999999999999,1.834,0,normal
528,LAB-02,Computer Laboratory 2,2026-08-23 18:14:55,227.9,0.79,180.04,0.6957,24.2,0,2026-08-23 16:44:55.601488,18,14,6,1,0.6507,544.99,0.4963666666666667,659.6,0.045,0.7521,0,normal
267,CLASS-01,Classroom 1,2026-08-23 05:58:37,231.6,0.32,74.11,1.4601,24.5,0,2026-08-23 12:17:06.611404,5,58,6,1,1.4416,95.59,1.4183666666666666,104.14333333333332,0.0184999999999999,1.4868,0,normal
72,CLASS-01,Classroom 1,2026-08-22 20:13:37,232.4,0.37,85.99,0.4003,24.8,0,2026-08-23 12:17:06.611009,20,13,5,1,0.3788,97.44,0.3521,112.25666666666666,0.0214999999999999,0.432,0,normal
454,LAB-02,Computer Laboratory 2,2026-08-23 15:13:37,231.5,2.84,657.46,8.9349,25.5,2,2026-08-23 12:17:06.611843,15,13,6,1,8.7705,687.96,8.580799999999998,755.9333333333334,0.1644000000000005,9.0458,0,normal
452,CLASS-01,Classroom 1,2026-08-23 15:13:37,233.6,1.27,296.67,4.4058,29.1,2,2026-08-23 12:17:06.611840,15,13,6,1,4.3316,269.45,4.255666666666666,311.42,0.0742000000000002,4.49,0,normal
151,ADMIN-01,Administrative Office,2026-08-23 00:13:37,231.1,0.51,117.86,1.7088,23.1,0,2026-08-23 12:17:06.611167,0,13,6,1,1.6793,160.39,1.6366000000000005,184.10666666666663,0.0295,1.7522,0,normal
509,LIB-01,Library,2026-08-23 17:14:55,230.0,2.45,563.5,0.1409,22.9,1,2026-08-23 16:44:55.601473,17,14,6,1,9.9015,777.4,9.715133333333334,731.96,0.0,10.081,0,normal
559,LIB-01,Library,2026-08-23 19:44:55,231.5,9.78,2263.26,1.7933,22.4,0,2026-08-23 16:44:55.601513,19,44,6,1,1.644,718.96,1.4675333333333331,679.4533333333334,0.5657,1.967,1,power_spike
527,LAB-01,Computer Laboratory 1,2026-08-23 18:14:55,230.2,0.7,161.14,0.7967,24.3,0,2026-08-23 16:44:55.601488,18,14,6,1,0.7564,444.43,0.6001,789.0166666666668,0.0403,0.8408,0,normal
206,ADMIN-01,Administrative Office,2026-08-23 02:58:37,233.4,0.77,179.72,2.176,24.0,0,2026-08-23 12:17:06.611297,2,58,6,1,2.1311,149.31,2.0919000000000003,175.3166666666667,0.0449000000000001,2.2063,0,normal
163,LAB-01,Computer Laboratory 1,2026-08-23 00:43:37,222.2,0.81,179.98,2.4431,23.1,0,2026-08-23 12:17:06.611183,0,43,6,1,2.3981,214.37,2.349133333333333,208.63333333333333,0.0449999999999999,2.4896,0,normal
113,LAB-01,Computer Laboratory 1,2026-08-22 22:13:37,225.3,0.74,166.72,1.94,22.5,0,2026-08-23 12:17:06.611108,22,13,5,1,1.8983,257.3,1.8402,205.85333333333327,0.0416999999999998,1.9925,0,normal
281,ADMIN-01,Administrative Office,2026-08-23 06:43:37,230.7,0.75,173.02,2.7603,23.4,0,2026-08-23 12:17:06.611423,6,43,6,1,2.717,166.61,2.678266666666667,136.68666666666667,0.0432999999999998,2.7901,0,normal
299,LAB-02,Computer Laboratory 2,2026-08-23 07:28:37,230.3,0.94,216.48,3.8209,22.5,0,2026-08-23 12:17:06.611448,7,28,6,1,3.7668,258.5,3.710266666666667,203.4466666666667,0.0541,3.8804,0,normal
275,LIB-01,Library,2026-08-23 06:13:37,224.4,0.91,204.2,4.2464,22.6,0,2026-08-23 12:17:06.611415,6,13,6,1,4.1954,250.92,4.141166666666667,213.2733333333333,0.0510000000000001,4.3022,0,normal
307,CLASS-01,Classroom 1,2026-08-23 07:58:37,232.8,2.15,500.17,1.6949,25.2,0,2026-08-23 12:17:06.611460,7,58,6,1,1.6641,118.37,1.6337333333333337,125.73,0.1249,1.7898,1,power_spike
172,CLASS-01,Classroom 1,2026-08-23 01:13:37,226.2,0.43,97.27,0.9341,25.2,0,2026-08-23 12:17:06.611195,1,13,6,1,0.9098,134.99,0.8764333333333334,124.68,0.0242999999999999,0.9642,0,normal
121,ADMIN-01,Administrative Office,2026-08-22 22:43:37,228.5,0.87,198.79,1.4497,23.8,0,2026-08-23 12:17:06.611127,22,43,5,1,1.4,171.52,1.3545666666666667,159.07666666666668,0.0497,1.497,0,normal
411,ADMIN-01,Administrative Office,2026-08-23 13:13:37,232.3,1.98,459.95,4.918,25.8,1,2026-08-23 12:17:06.611623,13,13,6,1,4.803,484.39,4.689633333333334,387.2366666666667,0.1150000000000002,4.9906,0,normal
602,LAB-01,Computer Laboratory 1,2026-08-23 21:59:55,230.0,0.96,220.8,1.6176,22.6,0,2026-08-23 16:44:55.601548,21,59,6,1,0.0632,252.77,1.041966666666667,228.80000000000007,1.5544,0.1176,0,normal
472,CLASS-01,Classroom 1,2026-08-23 16:13:37,226.4,0.49,110.94,4.71,28.9,0,2026-08-23 12:17:06.611870,16,13,6,1,4.6823,288.0,4.5942,368.6433333333334,0.0277000000000002,4.7421,0,normal
120,LIB-01,Library,2026-08-22 22:28:37,227.2,1.02,231.74,2.688,22.5,0,2026-08-23 12:17:06.611125,22,28,5,1,2.6301,203.23,2.583,171.15666666666667,0.0579,2.7331,0,normal
115,LIB-01,Library,2026-08-22 22:13:37,233.6,0.87,203.23,2.6301,22.5,0,2026-08-23 12:17:06.611117,22,13,5,1,2.5793,158.85,2.540233333333333,168.82999999999998,0.0508000000000001,2.688,0,normal
351,ADMIN-01,Administrative Office,2026-08-23 10:13:37,233.5,1.37,319.9,3.6287,24.9,0,2026-08-23 12:17:06.611524,10,13,6,1,3.5487,476.86,3.4317333333333337,470.9466666666667,0.0799999999999996,3.7495,0,normal
607,LAB-01,Computer Laboratory 1,2026-08-23 21:45:56,231.9,1.09,252.77,0.0632,22.8,0,2026-08-23 16:45:56.426960,21,45,6,1,1.5624,248.51,1.5055666666666667,222.11000000000004,0.0,1.6176,0,normal
244,LAB-02,Computer Laboratory 2,2026-08-23 04:43:37,228.1,1.08,246.35,3.2471,22.8,0,2026-08-23 12:17:06.611368,4,43,6,1,3.1855,192.9,3.1339333333333337,210.89,0.0615999999999998,3.2996,0,normal
355,LIB-01,Library,2026-08-23 10:13:37,227.9,2.04,464.92,5.55,23.6,1,2026-08-23 12:17:06.611529,10,13,6,1,5.4338,532.46,5.2881,618.0233333333334,0.1162,5.6726,0,normal
301,ADMIN-01,Administrative Office,2026-08-23 07:43:37,233.2,0.48,111.94,2.8912,23.3,0,2026-08-23 12:17:06.611451,7,43,6,1,2.8632,131.27,2.8279,137.19333333333336,0.028,2.9245,0,normal
204,LAB-02,Computer Laboratory 2,2026-08-23 02:43:37,228.7,0.71,162.38,2.8303,22.2,0,2026-08-23 12:17:06.611295,2,43,6,1,2.7897,183.87,2.737433333333333,214.59666666666664,0.0405999999999999,2.8707,0,normal
604,LIB-01,Library,2026-08-23 21:59:55,230.0,0.68,156.4,2.3441,22.3,0,2026-08-23 16:44:55.601549,21,59,6,1,0.0477,190.73,1.5340666666666667,200.55666666666676,2.2964,0.0964,0,normal
447,CLASS-01,Classroom 1,2026-08-23 14:58:37,230.3,1.17,269.45,4.3316,28.5,0,2026-08-23 12:17:06.611834,14,58,6,1,4.2642,371.95,4.1778,333.09666666666664,0.0674000000000001,4.4058,0,normal
579,LIB-01,Library,2026-08-23 20:44:55,235.0,0.66,155.1,2.1045,22.7,0,2026-08-23 16:44:55.601528,20,44,6,1,2.0657,203.98,2.0158,363.1133333333334,0.0387999999999997,2.1635,0,normal
222,CLASS-01,Classroom 1,2026-08-23 03:43:37,230.8,0.6,138.48,1.2087,25.2,0,2026-08-23 12:17:06.611320,3,43,6,1,1.1741,125.71,1.1451333333333331,109.59333333333332,0.0346000000000001,1.2388,0,normal
28,LAB-01,Computer Laboratory 1,2026-08-22 17:58:37,229.2,2.38,545.5,1.1132,23.6,0,2026-08-23 12:17:06.610932,17,58,5,1,0.9768,594.92,0.8138333333333333,783.2366666666667,0.1363999999999999,1.1701,0,normal
148,LAB-01,Computer Laboratory 1,2026-08-22 23:58:37,229.9,1.1,252.89,2.3048,23.1,0,2026-08-23 12:17:06.611163,23,58,5,1,2.2416,274.65,2.179,232.22,0.0632000000000001,2.3445,0,normal
78,LAB-01,Computer Laboratory 1,2026-08-22 20:28:37,231.1,1.14,263.45,1.6259,23.1,0,2026-08-23 12:17:06.611018,20,28,5,1,1.56,249.61,1.5069,182.48333333333332,0.0658999999999998,1.6726,0,normal
453,LAB-01,Computer Laboratory 1,2026-08-23 15:13:37,232.7,4.53,1054.13,9.0332,26.0,4,2026-08-23 12:17:06.611841,15,13,6,1,8.7697,839.94,8.583066666666667,688.21,0.2635000000000005,9.2613,0,normal
313,LAB-01,Computer Laboratory 1,2026-08-23 08:13:37,227.6,2.29,521.2,4.044,22.2,0,2026-08-23 12:17:06.611468,8,13,6,1,3.9137,156.33,3.867666666666667,206.77666666666664,0.1302999999999996,4.3017,0,normal
146,ADMIN-01,Administrative Office,2026-08-22 23:58:37,225.9,0.71,160.39,1.6793,23.7,0,2026-08-23 12:17:06.611160,23,58,5,1,1.6392,191.47,1.590566666666667,189.61,0.0401,1.7088,0,normal
357,CLASS-01,Classroom 1,2026-08-23 10:28:37,234.7,1.83,429.5,2.6235,26.7,4,2026-08-23 12:17:06.611532,10,28,6,1,2.5161,391.65,2.4223,319.0833333333333,0.1074000000000001,2.7503,0,normal
510,ADMIN-01,Administrative Office,2026-08-23 17:29:55,229.7,1.76,404.27,0.2069,24.6,0,2026-08-23 16:44:55.601474,17,29,6,1,6.7065,335.45,4.478300000000001,401.72333333333336,0.0,0.3193,0,normal
303,LAB-01,Computer Laboratory 1,2026-08-23 07:43:37,226.1,1.06,239.67,3.8746,22.3,0,2026-08-23 12:17:06.611454,7,43,6,1,3.8147,224.33,3.7614,185.6233333333333,0.0598999999999998,3.9137,0,normal
541,CLASS-01,Classroom 1,2026-08-23 18:59:55,225.9,0.47,106.17,0.2189,26.3,0,2026-08-23 16:44:55.601499,18,59,6,1,0.1924,114.6,0.165133333333333,106.51666666666664,0.0265,0.2473,0,normal
178,LAB-01,Computer Laboratory 1,2026-08-23 01:28:37,228.8,1.04,237.95,2.6085,23.0,0,2026-08-23 12:17:06.611207,1,28,6,1,2.549,237.72,2.4939,201.19666666666663,0.0594999999999998,2.6559,0,normal
273,LAB-01,Computer Laboratory 1,2026-08-23 06:13:37,232.7,0.95,221.06,3.5996,22.8,0,2026-08-23 12:17:06.611413,6,13,6,1,3.5443,249.07,3.4858333333333333,220.6233333333333,0.0553000000000003,3.6401,0,normal
519,LIB-01,Library,2026-08-23 17:44:55,228.8,3.11,711.57,0.4928,23.0,4,2026-08-23 16:44:55.601481,17,44,6,1,0.3149,695.84,3.512266666666666,659.1133333333333,0.1779,0.658,0,normal
417,CLASS-01,Classroom 1,2026-08-23 13:28:37,230.8,2.16,498.53,3.8685,29.1,6,2026-08-23 12:17:06.611631,13,28,6,1,3.7439,511.71,3.617366666666667,494.1133333333333,0.1246,3.9214,0,normal
468,LAB-01,Computer Laboratory 1,2026-08-23 15:58:37,229.5,4.15,952.43,9.6482,26.0,4,2026-08-23 12:17:06.611862,15,58,6,1,9.4101,595.38,9.234866666666669,854.0033333333334,0.2380999999999993,9.8966,0,normal
295,LIB-01,Library,2026-08-23 07:13:37,232.2,0.76,176.47,4.4634,22.6,0,2026-08-23 12:17:06.611442,7,13,6,1,4.4193,201.17,4.363499999999999,230.46666666666667,0.0441000000000002,4.5324,0,normal
435,LIB-01,Library,2026-08-23 14:13:37,229.7,3.06,702.88,8.0081,24.2,4,2026-08-23 12:17:06.611817,14,13,6,1,7.8324,621.89,7.676133333333333,639.2533333333334,0.1757000000000008,8.187,0,normal
543,LAB-02,Computer Laboratory 2,2026-08-23 18:59:55,227.0,0.75,170.25,0.8598,23.4,0,2026-08-23 16:44:55.601500,18,59,6,1,0.8172,260.46,0.7549999999999999,222.01,0.0425999999999999,0.9033,0,normal
406,ADMIN-01,Administrative Office,2026-08-23 12:58:37,225.3,2.15,484.39,4.803,26.4,0,2026-08-23 12:17:06.611617,12,58,6,1,4.6819,391.5,4.5928,332.85,0.1211000000000002,4.918,0,normal
536,CLASS-01,Classroom 1,2026-08-23 18:44:55,229.2,0.5,114.6,0.1924,26.6,0,2026-08-23 16:44:55.601495,18,44,6,1,0.1638,98.6,0.138533333333333,106.17666666666666,0.0285999999999999,0.2189,0,normal
550,ADMIN-01,Administrative Office,2026-08-23 19:29:55,226.7,0.72,163.22,0.6847,23.1,0,2026-08-23 16:44:55.601506,19,29,6,1,0.6439,144.7,0.6029000000000003,179.02,0.0407999999999999,0.7163,0,normal
33,LAB-01,Computer Laboratory 1,2026-08-22 18:13:37,229.7,0.99,227.4,1.1701,23.9,0,2026-08-23 12:17:06.610939,18,13,5,1,1.1132,545.5,0.9727,635.52,0.0568999999999999,1.2258,0,normal
234,LAB-02,Computer Laboratory 2,2026-08-23 04:13:37,230.8,1.01,233.11,3.1373,22.4,0,2026-08-23 12:17:06.611336,4,13,6,1,3.079,206.66,3.028333333333333,210.4766666666667,0.0583,3.1855,0,normal
316,ADMIN-01,Administrative Office,2026-08-23 08:28:37,232.4,0.56,130.14,3.005,23.6,0,2026-08-23 12:17:06.611473,8,28,6,1,2.9725,192.02,2.9294,145.71,0.0324999999999997,3.0495,0,normal
315,LIB-01,Library,2026-08-23 08:13:37,231.5,0.96,222.24,4.6871,22.2,0,2026-08-23 12:17:06.611472,8,13,6,1,4.6315,211.97,4.5808,224.17333333333335,0.0556,4.746,0,normal
361,ADMIN-01,Administrative Office,2026-08-23 10:43:37,234.0,2.2,514.8,3.8782,24.2,1,2026-08-23 12:17:06.611537,10,43,6,1,3.7495,483.4,3.6423,426.72,0.1287000000000002,3.9898,0,normal
574,LIB-01,Library,2026-08-23 20:29:55,231.8,0.88,203.98,2.0657,22.0,0,2026-08-23 16:44:55.601524,20,29,6,1,2.0147,190.65,1.925,494.2100000000001,0.0510000000000001,2.1045,0,normal
404,LAB-02,Computer Laboratory 2,2026-08-23 12:43:37,228.1,2.51,572.53,7.1417,26.0,1,2026-08-23 12:17:06.611614,12,43,6,1,6.9986,612.33,6.849800000000001,627.94,0.1431000000000004,7.3484,0,normal
595,ADMIN-01,Administrative Office,2026-08-23 21:44:55,225.7,0.84,189.59,1.0096,23.9,0,2026-08-23 16:44:55.601542,21,44,6,1,0.9622,116.69,0.9279000000000004,135.60666666666663,0.0474,0.049,0,normal
529,LIB-01,Library,2026-08-23 18:14:55,227.7,2.21,503.22,0.7838,23.4,0,2026-08-23 16:44:55.601489,18,14,6,1,0.658,660.63,0.4885666666666666,689.3466666666667,0.1258,0.9519,0,normal
